pair_id,smiles1,smiles2,mass1,mass2,mass_diff,runtime_sec,runtime_inside_mces,distance,compute_mode,skipped,solverCalled,ilp_solver,actual_threshold,raw_mces_result,error_message,result_type,is_exact,is_lower_bound,d1,d_bond,d_path,d2,d_rascal
8547,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,961.636,961.636,1.14E-13,49.85194254,48.21163082,6,1,0,1,1,10,"(0, 6.0, 48.21163082122803, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
9300,CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)O[C@]([H])(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,836.189,835.069,1.12,2.198318481,0.398992777,11,2,0,0,0,10,"(0, 11.0, 0.39899277687072754, 2, 0, 10, 9.0, 7.5, None, 11.0, 0.0)",,lower_bound,0,1,9,7.5,,11,0
9385,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(=O)O[C@H](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)COP(O)(=O)OCCN)[C@@H](O)CC1=O,[H][C@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,862.095,863.447,1.352,1.69915843,0.002867937,22,2,0,0,0,10,"(0, 22.0, 0.0028679370880126953, 2, 0, 10, 22.0, None, None, None, 0.0)",,lower_bound,0,1,22,,,,0
9598,[H]C(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC,822.162,821.366,0.796,1.570099354,0.001994848,15,2,0,0,0,10,"(0, 15.0, 0.0019948482513427734, 2, 0, 10, 15.0, None, None, None, 0.0)",,lower_bound,0,1,15,,,,0
10026,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC1OC1C\C=C/CC,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,835.069,835.393,0.324,1.754834652,0.001992464,18,2,0,0,0,10,"(0, 18.0, 0.001992464065551758, 2, 0, 10, 18.0, None, None, None, 0.0)",,lower_bound,0,1,18,,,,0
11417,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC,807.339,807.339,2.27E-13,11.95276237,10.33314228,4,1,0,1,1,10,"(0, 4.0, 10.333142280578613, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
12058,[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,821.366,822.074,0.708,1.496352434,0.002999544,17,2,0,0,0,10,"(0, 17.0, 0.002999544143676758, 2, 0, 10, 17.0, None, None, None, 0.0)",,lower_bound,0,1,17,,,,0
12518,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C,905.528,905.528,2.27E-13,27.18711972,25.51366949,6,1,0,1,1,10,"(0, 6.0, 25.51366949081421, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
12707,[H][C@@](COC(=O)CCCCCCCC1OC1C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,824.134,825.074,0.94,2.713776588,1.047666788,10,2,0,1,1,10,"(0, 10, 1.0476667881011963, 2, 1, 10, 7.0, 4.5, 0.0, 10.0, 0)",,lower_bound,0,1,7,4.5,0,10,0
13685,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC,821.366,821.366,2.27E-13,19.81922126,18.28999734,6,1,0,1,1,10,"(0, 6.0, 18.289997339248657, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
14726,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@H](C)O,849.42,848.068,1.352,1.578524113,0.003024101,21,2,0,0,0,10,"(0, 21.0, 0.0030241012573242188, 2, 0, 10, 21.0, None, None, None, 0.0)",,lower_bound,0,1,21,,,,0
14860,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC,807.339,807.339,2.27E-13,30.21639228,28.49259472,6,1,0,1,1,10,"(0, 6.0, 28.492594718933105, 1, 1, 10, 2.0, 0.0, 0.0, 2.0, 0)",,exact,1,0,2,0,0,2,0
16244,[H][C@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C,933.497,933.582,0.085,5.557903528,3.900286436,10,2,0,1,1,10,"(0, 10, 3.9002864360809326, 2, 1, 10, 8.0, 10.0, 0.0, 10.0, 0)",,lower_bound,0,1,8,10,0,10,0
16264,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC,933.497,933.582,0.085,14.1468606,12.33099174,10,1,0,1,1,10,"(0, 9.999999999999996, 12.330991744995117, 1, 1, 10, 8.0, 10.0, 0.0, 9.0, 0)",,exact,1,0,8,10,0,9,0
18616,[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC,850.216,849.42,0.796,1.598784447,0.003112793,14,2,0,0,0,10,"(0, 14.0, 0.00311279296875, 2, 0, 10, 14.0, None, None, None, 0.0)",,lower_bound,0,1,14,,,,0
18696,[H][C@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C,877.474,877.474,0,18.44752574,16.76230836,4,1,0,1,1,10,"(0, 4.0, 16.762308359146118, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
19287,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,933.582,933.582,0,26.24141383,23.94966817,6,1,0,1,1,10,"(0, 6.0, 23.949668169021606, 1, 1, 10, 2.0, 0.0, 0.0, 2.0, 0)",,exact,1,0,2,0,0,2,0
20164,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCC,836.145,837.368,1.223,1.662008047,0.001994848,14,2,0,0,0,10,"(0, 14.0, 0.0019948482513427734, 2, 0, 10, 14.0, None, None, None, 0.0)",,lower_bound,0,1,14,,,,0
20414,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC(C)C,905.528,905.528,1.14E-13,36.4269762,34.81813765,6,1,0,1,1,10,"(0, 6.0, 34.818137645721436, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
21918,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,883.437,883.437,2.27E-13,32.13915825,30.4540422,8,1,0,1,1,10,"(0, 8.0, 30.454042196273804, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
22549,CCCCCCCC\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)CCCCC)[C@H](O)CC1=O)COP(O)(=O)OC[C@@H](O)CO,[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,869.083,869.325,0.242,1.615971327,0.003131628,21,2,0,0,0,10,"(0, 21.0, 0.0031316280364990234, 2, 0, 10, 21.0, None, None, None, 0.0)",,lower_bound,0,1,21,,,,0
23012,CCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)CC(O)O[C@@H]1\C=C\[C@@H](O)CCCCC,[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CC\C=C/C\C=C/C[C@@H](O)\C=C\C=C/C=C/[C@@H](O)C\C=C/CC)[C@H](O)\C=C\CCCCCCCCCCCCCCC,834.082,835.161,1.079,1.472429037,0.005553961,13,2,0,0,0,10,"(0, 13.0, 0.0055539608001708984, 2, 0, 10, 13.0, None, None, None, 0.0)",,lower_bound,0,1,13,,,,0
24511,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC,863.447,863.447,1.14E-13,15.3841424,13.7072382,4,1,0,1,1,10,"(0, 4.0, 13.70723819732666, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
25314,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,891.501,891.501,1.14E-13,33.42706275,31.7404232,6,1,0,1,1,10,"(0, 6.0, 31.74042320251465, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
26080,[H][C@@](COC(=O)CCC\C=C\C\C=C/C[C@H](O)\C=C/C=C\CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COP(O)(O)=O)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,822.03,823.102,1.072,3.877229214,2.213971853,10,2,0,1,1,10,"(0, 10, 2.2139718532562256, 2, 1, 10, 5.0, 5.0, 0.0, 8.0, 0)",,lower_bound,0,1,5,5,0,8,0
26288,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC,821.366,821.366,0,14.49183106,12.81589961,6,1,0,1,1,10,"(0, 6.0, 12.81589961051941, 1, 1, 10, 2.0, 0.0, 0.0, 2.0, 0)",,exact,1,0,2,0,0,2,0
27110,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC,919.555,919.555,1.14E-13,42.66717863,41.1255424,6,1,0,1,1,10,"(0, 6.0, 41.125542402267456, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
28432,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC(C)C,807.339,807.339,0,10.03645539,7.275654554,6,1,0,1,1,10,"(0, 6.0, 7.275654554367065, 1, 1, 10, 2.0, 0.0, 0.0, 2.0, 0)",,exact,1,0,2,0,0,2,0
28777,CC=CCC=CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](OP(O)(O)=O)C1O)OC(=O)CCCCCCC\C=C/CC1OC1CCCCC,931.789,931.044,0.745,2.072046995,0.004093409,30,2,0,0,0,10,"(0, 30.0, 0.0040934085845947266, 2, 0, 10, 30.0, None, None, None, 0.0)",,lower_bound,0,1,30,,,,0
29874,[H][C@@](COC(=O)CCCC(O)C(O)C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,822.074,821.366,0.708,2.054915428,0.003134489,18,2,0,0,0,10,"(0, 18.0, 0.003134489059448242, 2, 0, 10, 18.0, None, None, None, 0.0)",,lower_bound,0,1,18,,,,0
30504,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCC1OC1C\C=C/C\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,849.42,848.156,1.264,2.011533499,0.002179384,20,2,0,0,0,10,"(0, 20.0, 0.002179384231567383, 2, 0, 10, 20.0, None, None, None, 0.0)",,lower_bound,0,1,20,,,,0
32572,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC,989.69,989.605,0.085,6.512947321,4.319519997,10,2,0,1,1,10,"(0, 10, 4.319519996643066, 2, 1, 10, 8.0, 10.0, 0.0, 10.0, 0)",,lower_bound,0,1,8,10,0,10,0
33291,CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,919.555,919.555,0,25.20250607,22.58672166,6,1,0,1,1,10,"(0, 6.0, 22.586721658706665, 1, 1, 10, 1.0, 0.0, 0.0, 1.0, 0)",,exact,1,0,1,0,0,1,0
34298,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C,849.42,849.42,1.14E-13,60,,,,1,0,,,,Exceeded 60 seconds,unknown,0,0,,,,,
35595,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC[C@@H](O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCCCC,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@H](O)CO,851.068,851.065,0.003,5.28523922,0.940798521,14,2,0,0,0,10,"(0, 14.0, 0.9407985210418701, 2, 0, 10, 9.0, 9.0, None, 14.0, 0.0)",,lower_bound,0,1,9,9,,14,0
36157,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC(C)C,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,905.528,905.528,0,52.98765111,50.72009158,6,1,0,1,1,10,"(0, 6.0, 50.720091581344604, 1, 1, 10, 0.0, 0.0, 0.0, 0.0, 0)",,exact,1,0,0,0,0,0,0
36524,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC,846.14,846.14,1.14E-13,6.039371967,4.122757435,6,1,0,1,1,10,"(0, 5.999999999999999, 4.122757434844971, 1, 1, 10, 2.0, 3.0, 0.0, 2.0, 0)",,exact,1,0,2,3,0,2,0
