pair_id,smiles1,smiles2,mass1,mass2,mass_diff,total_runtime_CBC,runtime_CBC,distance_CBC,compute_mode_CBC,skipped,solverCalled_CBC,distance_HiGHS,runtime_HiGHS,total_runtime_HiGHS,solverCalled_HiGHS,compute_mode_HiGHS,error_HiGHS,same_distance,runtime_difference,speedup_CBC_over_HiGHS,faster_solver
42727,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC,807.3389999999996,807.3389999999995,1.1368683772161605e-13,26.592838048934937,25.34755277633667,4.0,1.0,0,1,4.000000000000005,6.8827292919158936,7.779752731323242,1,1.0,,True,18.464823484420776,3.6827763669433615,HiGHS
46648,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCC\C=C/C\C=C/CC1OC1C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC,811.047,812.1229999999991,1.0759999999991123,24.08654284477234,22.82026195526123,10.0,2.0,0,1,10.0,3.227046251296997,4.13896918296814,1,2.0,,True,19.593215703964233,7.071563336313954,HiGHS
58609,[H]C1=C(CCCCC)OC(CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC2=C(C)C([H])=C(CCCCC)O2)COP(O)(=O)OCC[N+](C)(C)C)=C1C,[H][C@@](COC(=O)CCCCCCCCCCCCC1=C(C)C(C)=C(CCCCC)O1)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC(O)\C=C\C=C\C\C=C\CC,895.2329999999998,894.2249999999995,1.0080000000003793,36.46440601348877,33.50936508178711,10.0,2.0,0,1,10.0,6.252002716064453,7.224095344543457,1,2.0,,True,27.257362365722656,5.35978095397898,HiGHS
58813,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCC(=O)\C=C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,810.1069999999995,810.0189999999999,0.0879999999996243,26.42383599281311,23.535978078842163,10.0,2.0,0,1,10.0,3.201106309890747,4.124191999435425,1,2.0,,True,20.334871768951416,7.352451246658359,HiGHS
64113,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)O[C@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,840.221,840.133,0.0879999999999654,12.517789363861084,10.707770824432371,10.0,1.0,0,1,10.000000000000243,3.417747974395752,4.69123125076294,1,1.0,,True,7.290022850036619,3.1329901750071185,HiGHS
64586,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,849.4199999999993,849.4199999999995,2.273736754432321e-13,47.23383402824402,45.47021484375,4.0,1.0,0,1,4.0000000000001705,8.028093099594116,8.926242113113403,1,1.0,,True,37.442121744155884,5.663887336589168,HiGHS
69765,CCCCCC1=C(C)C(C)=C(CCCCCCCCC(=O)OCC(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC2=C(C)C(C)=C(CCC)O2)O1,[H][C@@](COC(=O)CCCCCCCCC1=C(C)C=C(CCCCC)O1)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCCCC1=C(C)C(C)=C(CCCCC)O1,867.1789999999992,866.1709999999993,1.0079999999999243,48.23206424713135,45.83316612243652,4.0,1.0,0,1,3.999999999999901,3.06363582611084,3.997737407684326,1,1.0,,True,42.769530296325684,14.960383258286887,HiGHS
80626,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC)COP(O)(O)=O,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC(C)C)COP(O)(O)=O)[C@@H](O)CC1=O,803.0270000000004,803.0680000000003,0.0409999999999399,40.38941621780396,37.73651671409607,10.0,2.0,0,1,10.0,3.851651906967163,4.78706169128418,1,2.0,,True,33.884864807128906,9.79748887635338,HiGHS
82646,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C\C=C/C(O)C\C=C/C\C=C/CCCCC,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC,804.0589999999999,804.0589999999999,0.0,19.45785069465637,16.998697757720947,8.0,1.0,0,1,8.00000000000025,3.614778757095337,4.532690763473511,1,1.0,,True,13.38391900062561,4.7025555089242275,HiGHS
93598,CCCCC[C@H](O)\C=C\[C@H]1OC(O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OC[C@H](COP(O)(O)=O)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1[C@@H](O)CC(O)O[C@@H]1\C=C\[C@@H](O)CCCCC)COP(O)(O)=O,837.0409999999996,837.0410000000004,7.958078640513122e-13,6.899235963821411,5.095128536224365,2.0,1.0,0,1,2.0000000000000133,2.694020748138428,3.5944936275482178,1,1.0,,True,2.401107788085937,1.8912729383190927,HiGHS
97919,[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCC\C=C/[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CC,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC(O)\C=C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,829.0650000000002,830.0970000000001,1.0319999999999254,22.60917615890503,20.864060163497925,10.0,2.0,0,1,10.0,3.685362100601196,4.586133003234863,1,2.0,,True,17.17869806289673,5.661332480760671,HiGHS
99409,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC,847.3189999999997,847.3189999999996,1.1368683772161605e-13,16.75174617767334,15.390936613082886,4.0,1.0,0,1,4.000000000000046,5.814136266708374,6.733969688415527,1,1.0,,True,9.576800346374512,2.6471578764349015,HiGHS
99997,[H][C@@](COC(=O)CCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@](COC(=O)CCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C,849.419999999999,849.4199999999995,4.547473508864641e-13,35.21474266052246,33.75590205192566,6.0,1.0,0,1,6.0000000000002505,12.05809998512268,12.959712505340576,1,1.0,,True,21.69780206680298,2.7994378959847563,HiGHS
103398,[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C,835.3929999999991,835.3929999999992,1.1368683772161605e-13,38.1484055519104,37.24274015426636,4.0,1.0,0,1,4.00000000000008,9.664721965789797,10.55913519859314,1,1.0,,True,27.578018188476562,3.8534724833362444,HiGHS
